SIPSN - Sistem Informasi Pengelolaan Sampah Nasional;;;;;;;;;;;;;
Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan (ton/tahun)(A);Pengurangan Sampah Tahunan (ton/tahun)(B);%Pengurangan Sampah(B/A);Penanganan Sampah Tahunan (ton/tahun)(C);%Penanganan Sampah(C/A);Sampah Terkelola Tahunan (ton/tahun)(B+C);%Sampah Terkelola(B+C)/A;Daur ulang Sampah Tahunan (ton/tahun)(D);Bahan baku Sampah Tahunan (ton/tahun)(E);Recycling Rate(D+E)/A;P1/P2
2020;Maluku Utara;Kab. Pulau Morotai;10867,66;;;54750,00;503,79;54750,00;503,79;;;0,00;P 2
2020;Maluku Utara;Kota Tidore Kepulauan;16753,21;1707,24;10,19;9055,65;54,05;10762,89;64,24;1596,00;138,94;10,36;P 2
2020;Papua;Kab. Biak Numfor;21308,99;4687,22;22,00;15982,62;75,00;20669,84;97,00;3907,86;;18,34;P 2
2020;Papua;Kab. Keerom;9305,16;;;3021,84;32,47;3021,84;32,47;;;0,00;P 2
2020;Papua;Kota Jayapura;92442,31;5076,90;5,49;67532,30;73,05;72609,20;78,55;4090,38;;4,42;P 2
2020;Papua Barat;Kab. Manokwari;57182,95;14,40;0,03;39306,85;68,74;39321,25;68,76;14,40;;0,03;P 2
2020;Papua Selatan;Kab. Asmat;16075,33;0,00;0,00;2737,50;17,03;2737,50;17,03;;;0,00;P 2
2020;Papua Barat Daya;Kab. Sorong Selatan;7929,55;3,16;0,04;1131,50;14,27;1134,66;14,31;;;0,00;P 2
2020;Papua Barat Daya;Kab. Raja Ampat;12090,99;31,06;0,26;547,50;4,53;578,56;4,79;27,33;547,50;4,75;P 2
2019;Aceh;Kab. Aceh Selatan;35013,28;1841,06;5,26;12826,10;36,63;14667,16;41,89;;;0,00;P 2
2019;Aceh;Kab. Aceh Tengah;36853,74;2496,54;6,77;22228,50;60,32;24725,04;67,09;1053,03;;2,86;P 2
2019;Aceh;Kab. Simeulue;16044,14;219,00;1,36;4938,45;30,78;5157,45;32,15;219,00;;1,36;P 2
2019;Aceh;Kab. Gayo Lues;13738,60;14,60;0,11;5945,85;43,28;5960,45;43,38;;;0,00;P 2
2019;Aceh;Kab. Bener Meriah;23683,10;666,62;2,81;;;666,62;2,81;;;0,00;P 2
2019;Aceh;Kota Banda Aceh;87088,96;11771,04;13,52;69380,92;79,67;81151,96;93,18;11636,59;;13,36;P 2
2019;Aceh;Kota Sabang;7886,51;0,00;0,00;6380,20;80,90;6380,20;80,90;;;0,00;P 2
2019;Aceh;Kota Langsa;34522,61;6982,14;20,22;17841,20;51,68;24823,34;71,90;636,98;153,30;2,29;P 2
2019;Sumatera Utara;Kab. Langkat;152099,15;2184,15;1,44;20075,00;13,20;22259,15;14,63;647,50;3,65;0,43;P 2
2019;Sumatera Utara;Kab. Deli Serdang;393401,56;8549,00;2,17;149759,50;38,07;158308,50;40,24;8549,00;109,50;2,20;P 2
2019;Sumatera Utara;Kab. Asahan;226473,72;138939,34;61,35;152971,50;67,54;291910,84;128,89;112520,96;;49,68;P 2
2019;Sumatera Utara;Kab. Dairi;41347,64;146,97;0,36;9708,27;23,48;9855,24;23,84;36,20;72,27;0,26;P 2
2019;Sumatera Utara;Kab. Humbang Hasundutan;20638,56;365,18;1,77;10991,26;53,26;11356,44;55,03;;41,26;0,20;P 2
2019;Sumatera Utara;Kab. Samosir;29938,10;1352,32;4,52;10220,00;34,14;11572,32;38,65;1060,33;;3,54;P 2
2019;Sumatera Utara;Kota Medan;621968,76;2226,84;0,36;310250,00;49,88;312476,84;50,24;1496,84;;0,24;P 2
2019;Sumatera Utara;Kota Pematang Siantar;83871,96;7301,23;8,71;64422,50;76,81;71723,73;85,52;6533,39;;7,79;P 2
2019;Sumatera Utara;Kota Tebing Tinggi;44229,35;6925,52;15,66;31987,27;72,32;38912,79;87,98;6925,52;308,92;16,36;P 2
2019;Sumatera Barat;Kab. Pesisir Selatan;50448,40;8413,49;16,68;10220,00;20,26;18633,49;36,94;4393,38;;8,71;P 2
2019;Sumatera Barat;Kab. Sijunjung;34435,06;22927,43;66,58;6624,75;19,24;29552,18;85,82;22582,87;;65,58;P 2
2019;Sumatera Barat;Kab. Tanah Datar;43849,48;6939,26;15,83;15162,96;34,58;22102,22;50,40;6770,40;550,63;16,70;P 2
2019;Sumatera Barat;Kab. Agam;71727,17;1650,37;2,30;14349,54;20,01;15999,90;22,31;1648,49;4,09;2,30;P 2
2019;Sumatera Barat;Kab. Pasaman;31594,98;2231,73;7,06;10417,10;32,97;12648,83;40,03;1436,43;;4,55;P 2
2019;Sumatera Barat;Kab. Dharmasraya;35161,11;2921,63;8,31;19691,75;56,00;22613,38;64,31;857,06;;2,44;P 2
2019;Sumatera Barat;Kota Padang;233774,32;100526,26;43,00;171552,19;73,38;272078,45;116,39;88139,00;2,19;37,70;P 2
2019;Sumatera Barat;Kota Solok;18143,06;1657,37;9,13;15822,75;87,21;17480,12;96,35;1215,65;73,00;7,10;P 2
2019;Sumatera Barat;Kota Sawahlunto;6756,54;603,21;8,93;5332,65;78,93;5935,86;87,85;493,49;;7,30;P 2
2019;Sumatera Barat;Kota Padang Panjang;16867,96;2242,16;13,29;14571,53;86,39;16813,69;99,68;429,03;77,38;3,00;P 2
2019;Sumatera Barat;Kota Bukittinggi;41402,80;979,32;2,37;39528,00;95,47;40507,32;97,84;780,49;292,00;2,59;P 2
2019;Sumatera Barat;Kota Payakumbuh;35543,88;7098,58;19,97;26184,01;73,67;33282,59;93,64;6573,29;28,11;18,57;P 2
2019;Riau;Kab. Kampar;125917,12;24255,16;19,26;48925,51;38,86;73180,67;58,12;1446,01;15,51;1,16;P 2
2019;Riau;Kab. Pelalawan;54072,27;9276,43;17,16;14072,88;26,03;23349,31;43,18;1,40;407,65;0,76;P 2
2019;Riau;Kab. Rokan Hilir;182786,74;30660,36;16,77;53731,65;29,40;84392,01;46,17;8807,54;76,65;4,86;P 2
2019;Riau;Kab. Siak;67950,44;13716,66;20,19;30021,25;44,18;43737,91;64,37;4069,32;;5,99;P 2
2019;Riau;Kota Pekanbaru;378324,91;82280,16;21,75;295942,00;78,22;378222,16;99,97;44595,98;2482,00;12,44;P 2
2019;Jambi;Kab. Merangin;70140,04;20791,55;29,64;26783,70;38,19;47575,25;67,83;5837,00;9271,00;21,54;P 2
2019;Jambi;Kab. Sarolangun;44078,57;3059,39;6,94;4051,50;9,19;7110,89;16,13;1941,44;;4,40;P 2
2019;Jambi;Kab. Batanghari;44110,54;8002,30;18,14;;;8002,30;18,14;329,76;;0,75;P 2
2019;Jambi;Kab. Muaro Jambi;29208,76;3611,92;12,37;182,50;0,62;3794,42;12,99;819,43;;2,81;P 2
2019;Jambi;Kab. Bungo;54519,90;10849,70;19,90;28431,87;52,15;39281,57;72,05;6272,38;7447,82;25,17;P 2
2019;Jambi;Kota Jambi;154557,83;4394563,03;2843,31;116537,20;75,40;4511100,22;2918,71;4381564,14;;2834,90;P 2
2019;Jambi;Kota Sungai Penuh;18420,46;0,00;0,00;11862,50;64,40;11862,50;64,40;;;0,00;P 2
2019;Sumatera Selatan;Kab. Ogan Komering Ulu;53565,79;9477,24;17,69;18793,12;35,08;28270,36;52,78;8926,86;411,72;17,43;P 2
2019;Sumatera Selatan;Kab. Muara Enim;160622,89;34022,64;21,18;34748,00;21,63;68770,64;42,81;14839,06;;9,24;P 2
2019;Sumatera Selatan;Kab. Lahat;110721,95;20386410,83;18412,26;43800,00;39,56;20430210,83;18451,82;20386314,42;;18412,17;P 2
2019;Sumatera Selatan;Kab. Musi Rawas;103522,21;7556,05;7,30;4015,00;3,88;11571,05;11,18;3202,92;;3,09;P 2
2019;Sumatera Selatan;Kab. Musi Banyuasin;93239,98;513525,53;550,76;17242,60;18,49;530768,13;569,25;506841,83;;543,59;P 2
2019;Sumatera Selatan;Kab. Empat Lawang;63928,40;175,55;0,27;6570,00;10,28;6745,55;10,55;121,55;;0,19;P 2
2019;Sumatera Selatan;Kota Palembang;424869,16;83393,25;19,63;324828,10;76,45;408221,35;96,08;21593,63;0,00;5,08;P 2
2019;Sumatera Selatan;Kota Prabumulih;34097,21;5881,76;17,25;25550,00;74,93;31431,76;92,18;5731,05;;16,81;P 2
2019;Bengkulu;Kab. Bengkulu Selatan;23127,71;2103,39;9,09;9088,50;39,30;11191,89;48,39;428,51;;1,85;P 2
2019;Bengkulu;Kab. Bengkulu Utara;65408,29;0,00;0,00;15658,50;23,94;15658,50;23,94;0,00;620,50;0,95;P 2
2019;Bengkulu;Kab. Lebong;15665,22;0,00;0,00;4336,20;27,68;4336,20;27,68;;;0,00;P 2
2019;Bengkulu;Kab. Kepahiang;20068,87;3863,89;19,25;6570,00;32,74;10433,89;51,99;41,98;;0,21;P 2
2019;Bengkulu;Kab. Bengkulu Tengah;20897,71;1691,63;8,09;3854,40;18,44;5546,03;26,54;175,45;;0,84;P 2
2019;Lampung;Kab. Lampung Barat;44266,32;474,08;1,07;2711,95;6,13;3186,03;7,20;440,69;;1,00;P 2
2019;Lampung;Kab. Way Kanan;65902,21;46810,97;71,03;1971,00;2,99;48781,97;74,02;63,96;;0,10;P 2
2019;Lampung;Kab. Pringsewu;57993,97;20,01;0,03;24820,00;42,80;24840,01;42,83;15,50;;0,03;P 2
2019;Lampung;Kota Bandar Lampung;249468,38;10961,73;4,39;237276,47;95,11;248238,20;99,51;;26,47;0,01;P 2
2019;Lampung;Kota Metro;37416,59;4694,14;12,55;22977276,11;61409,33;22981970,25;61421,88;4279,95;;11,44;P 2
2019;Kepulauan Bangka Belitung;Kab. Bangka;46538,38;3600,80;7,74;292011,32;627,46;295612,11;635,20;2293,37;11,32;4,95;P 2
2019;Kepulauan Bangka Belitung;Kab. Bangka Selatan;31275,97;4741,75;15,16;20401,68;65,23;25143,42;80,39;4019,50;1056,68;16,23;P 2
2019;Kepulauan Bangka Belitung;Kab. Bangka Tengah;28704,62;4923,91;17,15;4482,20;15,61;9406,11;32,77;171,72;;0,60;P 2
2019;Kepulauan Bangka Belitung;Kota Pangkal Pinang;52978,44;25078,76;47,34;17252,46;32,57;42331,22;79,90;5447,97;827,46;11,85;P 2
2019;Kepulauan Riau;Kab. Bintan;18724,68;3490,93;18,64;75310,45;402,20;78801,38;420,84;315,36;;1,68;P 2
2019;Kepulauan Riau;Kab. Karimun;64005,56;12678,57;19,81;50735,00;79,27;63413,57;99,08;3764,54;;5,88;P 2
2019;Kepulauan Riau;Kab. Natuna;11096,86;;;4730,40;42,63;4730,40;42,63;;;0,00;P 2
2019;Kepulauan Riau;Kab. Lingga;9958,48;2256,32;22,66;5011,45;50,32;7267,77;72,98;1952,42;10,95;19,72;P 2
2019;Kepulauan Riau;Kab. Kepulauan Anambas;4645,98;260,84;5,61;200,75;4,32;461,59;9,94;186,00;;4,00;P 2
2019;Kepulauan Riau;Kota Batam;486321,91;95138,55;19,56;387692,03;79,72;482830,58;99,28;1045,55;36,50;0,22;P 2
2019;Kepulauan Riau;Kota Tanjung Pinang;52387,65;7469,30;14,26;30779,45;58,75;38248,75;73,01;3197,16;126,75;6,34;P 2
2019;DKI Jakarta;Kab. Adm. Kep. Seribu;6210,12;1139,01;18,34;3,45;0,06;1142,46;18,40;1139,01;3,45;18,40;P 2
2019;DKI Jakarta;Kota Adm. Jakarta Utara;484561,02;51413,89;10,61;432288,50;89,21;483702,39;99,82;19987,39;;4,12;P 2
2019;DKI Jakarta;Kota Adm. Jakarta Selatan;695190,04;49639,30;7,14;589127,24;84,74;638766,54;91,88;37021,25;;5,33;P 2
2019;DKI Jakarta;Kota Adm. Jakarta Timur;822585,19;71658,43;8,71;303,53;0,04;71961,96;8,75;5399,99;303,53;0,69;P 2
2019;Jawa Barat;Kab. Sukabumi;372510,24;73526,07;19,74;152570,00;40,96;226096,07;60,70;15030,15;;4,03;P 2
2019;Jawa Barat;Kab. Ciamis;207071,95;70852,16;34,22;41317,64;19,95;112169,79;54,17;66669,99;3357,64;33,82;P 2
2019;Jawa Barat;Kab. Sumedang;159837,88;2482,57;1,55;38846,95;24,30;41329,53;25,86;2482,57;;1,55;P 2
2019;Jawa Barat;Kab. Subang;379288,79;;;66065,00;17,42;66065,00;17,42;;;0,00;P 2
2019;Jawa Barat;Kab. Bekasi;662451,28;40916,46;6,18;170090,00;25,68;211006,46;31,85;;;0,00;P 2
2019;Jawa Barat;Kab. Pangandaran;62018,76;188,44;0,30;8672,40;13,98;8860,84;14,29;115,44;;0,19;P 2
2019;Jawa Barat;Kota Bogor;240205,33;34841,41;14,50;187773,93;78,17;222615,34;92,68;477,35;2718,93;1,33;P 2
2019;Jawa Barat;Kota Sukabumi;64956,11;9049,04;13,93;46540,15;71,65;55589,19;85,58;659,02;396,85;1,63;P 2
2019;Jawa Barat;Kota Depok;553449,64;68503,54;12,38;35204,98;6,36;103708,52;18,74;60576,70;22137,98;14,95;P 2
2019;Jawa Barat;Kota Cimahi;99039,08;11695,19;11,81;81526,48;82,32;93221,67;94,13;11396,26;248,28;11,76;P 2
2019;Jawa Barat;Kota Tasikmalaya;106560,83;;;62057,30;58,24;62057,30;58,24;;;0,00;P 2
2019;Jawa Tengah;Kab. Cilacap;333228,30;41811,06;12,55;211413,41;63,44;253224,47;75,99;382,19;153637,56;46,22;P 2
2019;Jawa Tengah;Kab. Kebumen;148386,62;33653,31;22,68;84902,65;57,22;118555,96;79,90;23349,36;7121,15;20,53;P 2
2019;Jawa Tengah;Kab. Purworejo;104874,14;7969,78;7,60;14768,01;14,08;22737,80;21,68;7969,78;315,01;7,90;P 2
2019;Jawa Tengah;Kab. Wonosobo;115411,69;16416,95;14,22;31217,54;27,05;47634,49;41,27;4145,25;192,54;3,76;P 2
2019;Jawa Tengah;Kab. Boyolali;97052,73;24694,38;25,44;25400,39;26,17;50094,77;51,62;24675,13;80,34;25,51;P 2
2019;Jawa Tengah;Kab. Klaten;128660,97;27905,00;21,69;27236,30;21,17;55141,30;42,86;;;0,00;P 2
2019;Jawa Tengah;Kab. Sukoharjo;133536,71;24334,73;18,22;67028,60;50,19;91363,33;68,42;9327,17;;6,98;P 2
2019;Jawa Tengah;Kab. Wonogiri;159359,58;44618,33;28,00;16870,30;10,59;61488,63;38,58;44618,33;36,50;28,02;P 2
2019;Jawa Tengah;Kab. Sragen;194447,69;38716,20;19,91;79073,60;40,67;117789,80;60,58;3130,08;2423,60;2,86;P 2
2019;Jawa Tengah;Kab. Grobogan;269785,74;0,00;0,00;24820,00;9,20;24820,00;9,20;0,00;;0,00;P 2
2019;Jawa Tengah;Kab. Rembang;83544,12;793,87;0,95;39781,35;47,62;40575,22;48,57;480,09;73,00;0,66;P 2
2019;Jawa Tengah;Kab. Pati;182981,65;36788,88;20,11;44321,95;24,22;81110,82;44,33;4095,81;779,28;2,66;P 2
2019;Jawa Tengah;Kab. Kudus;159083,24;27585,33;17,34;68713,01;43,19;96298,34;60,53;27150,12;21124,31;30,35;P 2
2019;Jawa Tengah;Kab. Jepara;251072,20;11955,64;4,76;28543,00;11,37;40498,64;16,13;8124,72;730,00;3,53;P 2
2019;Jawa Tengah;Kab. Semarang;192320,00;20768,63;10,80;55845,00;29,04;76613,63;39,84;83,59;;0,04;P 2
2019;Jawa Tengah;Kab. Kendal;147743,09;3892,87;2,63;22673,80;15,35;26566,67;17,98;1847,70;43,80;1,28;P 2
2019;Jawa Tengah;Kab. Batang;84159,84;913,76;1,09;82146,90;97,61;83060,66;98,69;118,02;;0,14;P 2
2019;Jawa Tengah;Kab. Pemalang;142657,91;29236,68;20,49;59239,50;41,53;88476,18;62,02;2796,96;839,50;2,55;P 2
2019;Jawa Tengah;Kab. Brebes;330160,02;13148,43;3,98;7665,00;2,32;20813,43;6,30;;;0,00;P 2
2019;Jawa Tengah;Kota Magelang;31168,96;1151,10;3,69;24661,59;79,12;25812,69;82,82;1151,10;93,44;3,99;P 2
2019;Jawa Tengah;Kota Semarang;456873,35;78081,33;17,09;356782,59;78,09;434863,92;95,18;23322,45;15069,59;8,40;P 2
2019;D.I. Yogyakarta;Kab. Kulon Progo;61774,21;16201,20;26,23;9303,85;15,06;25505,05;41,29;16150,01;;26,14;P 2
2019;D.I. Yogyakarta;Kab. Bantul;202910,55;102354,87;50,44;43433,55;21,41;145788,43;71,85;102354,87;363,55;50,62;P 2
2019;D.I. Yogyakarta;Kab. Gunungkidul;131671,16;28411,16;21,58;13906,50;10,56;42317,66;32,14;5065,40;;3,85;P 2
2019;D.I. Yogyakarta;Kab. Sleman;255180,17;1610,82;0,63;66645,35;26,12;68256,17;26,75;1610,82;;0,63;P 2
2019;D.I. Yogyakarta;Kota Yogyakarta;132116,36;36175,14;27,38;93620,60;70,86;129795,73;98,24;19088,29;242,65;14,63;P 2
2019;Jawa Timur;Kab. Pacitan;103962,36;8971,91;8,63;11048,55;10,63;20020,46;19,26;8946,14;671,60;9,25;P 2
2019;Jawa Timur;Kab. Trenggalek;112059,38;17013,46;15,18;50114,50;44,72;67127,97;59,90;5256,60;;4,69;P 2
2019;Jawa Timur;Kab. Tulungagung;189621,88;8524,93;4,50;117570,14;62,00;126095,07;66,50;8524,93;;4,50;P 2
2019;Jawa Timur;Kab. Blitar;151697,14;61105,86;40,28;49947,50;32,93;111053,35;73,21;9014,81;2061,24;7,30;P 2
2019;Jawa Timur;Kab. Kediri;184669,09;9236,97;5,00;29648,95;16,06;38885,92;21,06;8587,87;;4,65;P 2
2019;Jawa Timur;Kab. Malang;380505,78;17347,48;4,56;103003,00;27,07;120350,48;31,63;15994,33;;4,20;P 2
2019;Jawa Timur;Kab. Lumajang;182629,01;33061,62;18,10;55577,49;30,43;88639,11;48,54;18000,14;261,74;10,00;P 2
2019;Jawa Timur;Kab. Banyuwangi;446019,96;43376,68;9,73;60225,00;13,50;103601,68;23,23;261,95;;0,06;P 2
2019;Jawa Timur;Kab. Bondowoso;104298,71;437,67;0,42;20837,85;19,98;21275,52;20,40;376,10;;0,36;P 2
2019;Jawa Timur;Kab. Situbondo;93482,61;15819,23;16,92;68130,90;72,88;83950,13;89,80;4555,76;11515,75;17,19;P 2
2019;Jawa Timur;Kab. Probolinggo;170133,51;5283,50;3,11;15753,40;9,26;21036,90;12,36;538,30;;0,32;P 2
2019;Jawa Timur;Kab. Pasuruan;420500,88;76023,67;18,08;295,56;0,07;76319,23;18,15;370,85;295,56;0,16;P 2
2019;Jawa Timur;Kab. Sidoarjo;446733,65;36971,95;8,28;164250,00;36,77;201221,95;45,04;4911,62;;1,10;P 2
2019;Jawa Timur;Kab. Nganjuk;153973,21;25793,04;16,75;53197,72;34,55;78990,76;51,30;445,40;15816,98;10,56;P 2
2019;Jawa Timur;Kab. Madiun;99671,28;11641,09;11,68;9289,25;9,32;20930,34;21,00;1634,24;164,25;1,80;P 2
2019;Jawa Timur;Kab. Ngawi;133378,74;14578,81;10,93;28532,42;21,39;43111,23;32,32;1164,06;792,42;1,47;P 2
2019;Jawa Timur;Kab. Bojonegoro;185688,35;19086,64;10,28;31014,05;16,70;50100,69;26,98;12488,94;0,00;6,73;P 2
2019;Jawa Timur;Kab. Tuban;179184,71;48540,02;27,09;46355,00;25,87;94895,02;52,96;23783,37;;13,27;P 2
2019;Jawa Timur;Kab. Gresik;118459,29;820,04;0,69;78033,35;65,87;78853,39;66,57;90,13;;0,08;P 2
2019;Jawa Timur;Kab. Sampang;83449,95;146779,04;175,89;13415,01;16,08;160194,05;191,96;137697,21;4290,01;170,15;P 2
2019;Jawa Timur;Kab. Pamekasan;98305,05;16100,45;16,38;10603,25;10,79;26703,70;27,16;15510,61;36,50;15,82;P 2
2019;Jawa Timur;Kab. Sumenep;131473,99;1989,88;1,51;11840,60;9,01;13830,48;10,52;225,35;;0,17;P 2
2019;Jawa Timur;Kota Kediri;53828,38;5894,48;10,95;44530,00;82,73;50424,48;93,68;2902,85;;5,39;P 2
2019;Jawa Timur;Kota Blitar;25892,37;2494,24;9,63;21259,43;82,11;23753,67;91,74;2482,18;903,37;13,08;P 2
2019;Jawa Timur;Kota Malang;244720,24;52968,80;21,64;186936,57;76,39;239905,37;98,03;52782,05;5144,68;23,67;P 2
2019;Jawa Timur;Kota Probolinggo;34340,81;5073,67;14,77;21563,40;62,79;26637,07;77,57;4675,86;691,60;15,63;P 2
2019;Jawa Timur;Kota Pasuruan;47915,72;13433,94;28,04;33645,70;70,22;47079,64;98,26;13433,94;;28,04;P 2
2019;Jawa Timur;Kota Mojokerto;23627,73;4470,73;18,92;16808,25;71,14;21278,98;90,06;1442,19;91,25;6,49;P 2
2019;Jawa Timur;Kota Madiun;42622,24;3937,56;9,24;31838,22;74,70;35775,78;83,94;3937,56;305,87;9,96;P 2
2019;Jawa Timur;Kota Surabaya;811860,24;64004,45;7,88;719003,65;88,56;783008,10;96,45;2416,02;102523,92;12,93;P 2
2019;Jawa Timur;Kota Batu;42457,19;3873,43;9,12;35770,00;84,25;39643,43;93,37;3873,43;;9,12;P 2
2019;Banten;Kab. Pandeglang;178026,41;;;10950,00;6,15;10950,00;6,15;;;0,00;P 2
2019;Banten;Kab. Lebak;186504,05;20947,70;11,23;35405,00;18,98;56352,70;30,22;6253,10;;3,35;P 2
2019;Banten;Kab. Tangerang;971101,08;207931,43;21,41;365000,00;37,59;572931,43;59,00;8009,20;;0,82;P 2
2019;Banten;Kota Tangerang;578038,09;93370,00;16,15;484624,92;83,84;577994,92;99,99;37330,04;3919,92;7,14;P 2
2019;Banten;Kota Cilegon;135211,00;306,60;0,23;95630,00;70,73;95936,60;70,95;306,60;;0,23;P 2
2019;Banten;Kota Tangerang Selatan;376411,56;215,35;0,06;15008,80;3,99;15224,15;4,04;;15008,80;3,99;P 2
2019;Bali;Kab. Jembrana;59757,44;9725,59;16,28;11680,00;19,55;21405,59;35,82;9229,19;;15,44;P 2
2019;Bali;Kab. Badung;103447,64;15922,22;15,39;77161,00;74,59;93083,22;89,98;15173,80;;14,67;P 2
2019;Bali;Kab. Gianyar;158910,05;18380,90;11,57;112055,00;70,51;130435,90;82,08;17610,75;;11,08;P 2
2019;Bali;Kab. Bangli;39430,37;7688,55;19,50;19662,18;49,87;27350,74;69,36;3954,86;631,09;11,63;P 2
2019;Bali;Kab. Karangasem;76029,50;22708,29;29,87;31769,60;41,79;54477,89;71,65;10064,10;0,00;13,24;P 2
2019;Bali;Kab. Buleleng;122337,78;7130,55;5,83;52846,93;43,20;59977,48;49,03;4071,94;265,03;3,55;P 2
2019;Bali;Kota Denpasar;237808,16;19293,53;8,11;117709,13;49,50;137002,66;57,61;16,79;984,04;0,42;P 2
2019;Nusa Tenggara Barat;Kab. Lombok Timur;175289,35;8699,88;4,96;38690,00;22,07;47389,88;27,04;470,18;;0,27;P 2
2019;Nusa Tenggara Barat;Kab. Lombok Utara;26322,30;697,89;2,65;13501,35;51,29;14199,24;53,94;457,17;;1,74;P 2
2019;Kalimantan Barat;Kab. Sambas;99133,09;3377,16;3,41;19753,80;19,93;23130,96;23,33;3344,67;;3,37;P 2
2019;Kalimantan Barat;Kab. Mempawah;25650,20;31,08;0,12;7824,14;30,50;7855,22;30,62;1,08;;0,00;P 2
2019;Kalimantan Barat;Kab. Sanggau;85815,88;21,17;0,02;13692,97;15,96;13714,14;15,98;;;0,00;P 2
2019;Kalimantan Barat;Kab. Ketapang;93023,35;4122,97;4,43;15457,75;16,62;19580,72;21,05;3712,89;;3,99;P 2
2019;Kalimantan Barat;Kab. Kapuas Hulu;48035,28;0,00;0,00;6570,00;13,68;6570,00;13,68;;;0,00;P 2
2019;Kalimantan Barat;Kab. Bengkayang;37172,18;0,00;0,00;5781,60;15,55;5781,60;15,55;;;0,00;P 2
2019;Kalimantan Barat;Kota Pontianak;138907,10;7650,03;5,51;127949,68;92,11;135599,71;97,62;6679,75;199,68;4,95;P 2
2019;Kalimantan Tengah;Kab. Kotawaringin Barat;44395,97;5842,69;13,16;14819,00;33,38;20661,69;46,54;908,96;;2,05;P 2
2019;Kalimantan Tengah;Kab. Kotawaringin Timur;91971,20;1988,05;2,16;13140,00;14,29;15128,05;16,45;79,10;;0,09;P 2
2019;Kalimantan Tengah;Kab. Kapuas;65039,72;2712,45;4,17;7300,23;11,22;10012,68;15,39;1731,33;3,88;2,67;P 2
2019;Kalimantan Tengah;Kab. Barito Utara;19084,10;3708,80;19,43;13355,35;69,98;17064,15;89,42;771,85;32,85;4,22;P 2
2019;Kalimantan Tengah;Kab. Katingan;16128,90;2684,34;16,64;2866,01;17,77;5550,35;34,41;2121,45;19,01;13,27;P 2
2019;Kalimantan Tengah;Kab. Sukamara;9393,93;552,12;5,88;5110,00;54,40;5662,12;60,27;68,67;;0,73;P 2
2019;Kalimantan Tengah;Kab. Pulang Pisau;23199,04;0,10;0,00;1546,78;6,67;1546,88;6,67;;;0,00;P 2
2019;Kalimantan Tengah;Kab. Barito Timur;18523,60;0,00;0,00;168571694,90;910037,24;168571694,90;910037,24;;;0,00;P 2
2019;Kalimantan Tengah;Kota Palangkaraya;51188,70;11235,95;21,95;38664,82;75,53;49900,76;97,48;9737,29;47,82;19,12;P 2
2019;Kalimantan Selatan;Kab. Tanah Laut;48827,22;21267,91;43,56;15130,35;30,99;36398,26;74,55;1944,81;530,35;5,07;P 2
2019;Kalimantan Selatan;Kab. Kotabaru;50327,66;6460,95;12,84;17520,00;34,81;23980,95;47,65;15,71;;0,03;P 2
2019;Kalimantan Selatan;Kab. Barito Kuala;33315,16;6976,88;20,94;16352,00;49,08;23328,88;70,02;5267,62;1022,00;18,88;P 2
2019;Kalimantan Selatan;Kab. Tapin;27486,25;4489,09;16,33;14939,09;54,35;19428,17;70,68;4349,49;357,34;17,12;P 2
2019;Kalimantan Selatan;Kab. Hulu Sungai Selatan;33966,61;8670,50;25,53;15177,15;44,68;23847,65;70,21;1122,00;942,15;6,08;P 2
2019;Kalimantan Selatan;Kab. Hulu Sungai Tengah;39372,11;9574,78;24,32;18952,63;48,14;28527,41;72,46;8250,58;337,63;21,81;P 2
2019;Kalimantan Selatan;Kab. Hulu Sungai Utara;34793,55;7285,87;20,94;25965,90;74,63;33251,77;95,57;2932,54;1237,15;11,98;P 2
2019;Kalimantan Selatan;Kab. Tanah Bumbu;65730,48;6647,71;10,11;52195,00;79,41;58842,71;89,52;6647,71;;10,11;P 2
2019;Kalimantan Selatan;Kab. Balangan;19248,64;494,95;2,57;13135,26;68,24;13630,20;70,81;494,95;3006,51;18,19;P 2
2019;Kalimantan Selatan;Kota Banjarmasin;181048,83;34637,55;19,13;144837,84;80,00;179475,40;99,13;5607,30;;3,10;P 2
2019;Kalimantan Selatan;Kota Banjarbaru;60412,23;11813,57;19,55;25768,91;42,66;37582,48;62,21;9314,49;218,91;15,78;P 2
2019;Kalimantan Timur;Kab. Paser;41831,34;4954,83;11,84;24217,75;57,89;29172,58;69,74;1322,42;;3,16;P 2
2019;Kalimantan Timur;Kab. Kutai Kartanegara;75858,97;5534,50;7,30;16961,55;22,36;22496,05;29,66;91,25;;0,12;P 2
2019;Kalimantan Timur;Kab. Berau;59040,68;5112,11;8,66;16425,00;27,82;21537,11;36,48;0,01;;0,00;P 2
2019;Kalimantan Timur;Kab. Kutai Timur;77355,18;10645,85;13,76;31207,50;40,34;41853,35;54,11;199,90;12227,50;16,07;P 2
2019;Kalimantan Timur;Kab. Penajam Paser Utara;39386,69;4026,11;10,22;8555,60;21,72;12581,71;31,94;1580,25;438,00;5,12;P 2
2019;Kalimantan Timur;Kota Balikpapan;167397,98;33896,63;20,25;237,25;0,14;34133,88;20,39;26457,15;237,25;15,95;P 2
2019;Kalimantan Timur;Kota Samarinda;222992,22;33167,22;14,87;163081,23;73,13;196248,45;88,01;28944,59;922,68;13,39;P 2
